full_text,text_clean,class,tokens,lemma
Sentimen negatif tertinggi jatuh pada Prabowo Subianto. [Versi Drone Emprit]  Capres yang menguasai materi debat 1. Anies Baswedan 79 7 % 2. Prabowo Subianto 7 2 % 3. Ganjar Pranowo 13 1 % https://t.co/RVXGFFYrMB,sentimen negatif tinggi jatuh versi drone emprit capres kuasa materi debat baswedan,0,"['sentimen', 'negatif', 'tinggi', 'jatuh', 'versi', 'drone', 'emprit', 'capres', 'kuasa', 'materi', 'debat', 'baswedan']",sentimen negatif tinggi jatuh versi drone emprit capres kuasa materi debat baswedan
Prabowo : mas Anies  saya tidak punya apa apa  saya siap mati demi...   Harus paham dulu    Harta Prabowo sudah Tembus Rp2 04 T sejak jadi Menhan.. gak tau kalau soal Food Estate,punya siap mati paham harta tembus jadi menhan tahu soal food estate,0,"['punya', 'siap', 'mati', 'paham', 'harta', 'tembus', 'jadi', 'menhan', 'tahu', 'soal', 'food', 'estate']",punya siap mati paham harta tembus menhan tahu soal food estate
"Contoh nyata gak gila jabatan 👇  ketika saya diundang oleh Pak  Prabowo untuk menjadi calon wakil presiden  waktu itu saya sampaikan 'terima kasih  ini sebuah kehormatan tetapi saya berjanji untuk bertugas di Jakarta 5 tahun'  ujar Anies. https://t.co/ztDrjh79Aq""",contoh nyata gila jabat undang jadi calon wakil presiden waktu sampai terima kasih hormat janji tugas jakarta tahun ujar,0,"['contoh', 'nyata', 'gila', 'jabat', 'undang', 'jadi', 'calon', 'wakil', 'presiden', 'waktu', 'sampai', 'terima', 'kasih', 'hormat', 'janji', 'tugas', 'jakarta', 'tahun', 'ujar']",contoh nyata gila jabat undang calon wakil presiden waktu terima kasih hormat janji tugas jakarta tahun ujar
@Gerindra @prabowo Setuju 🙏🙏🙏 https://t.co/k2OKcCMc0l,tuju,0,['tuju'],tuju
Polling di Youtube CNN Indonesia: Anies-Muhaimin Menang 45%  Tinggalkan Prabowo dan Ganjar 😊☝❤🇮🇩  #polling #survei #amin #AniesMuhaimin2024 #AminMenang1Putaran #CoblosNo1 https://t.co/xvOr7wPVNe,polling youtube indonesia muhaimin menang tinggal,0,"['polling', 'youtube', 'indonesia', 'muhaimin', 'menang', 'tinggal']",polling youtube indonesia muhaimin menang tinggal
@ch_chotimah2 @prabowo @gibran_tweet takut ngaca sih  mbak. 😱 https://t.co/LhUQMheUGQ,takut ngaca mbak,0,"['takut', 'ngaca', 'mbak']",takut ngaca mbak
Sindirian Keras Anies ke Prabowo yang Tidak Tahan Oposisi Karena Tak Bisa Berbisnis https://t.co/SMKYuFVcFJ #TempoBisnis,sindirian keras tahan oposisi bisnis,0,"['sindirian', 'keras', 'tahan', 'oposisi', 'bisnis']",sindirian keras tahan oposisi bisnis
Anies : Angin Tak Ada KTP nya . Prabowo : 😝 https://t.co/ZbjrBZo2SE,angin,0,['angin'],angin
Terungkap Kenapa Prabowo Bersikap Menyerang dan Emosional dalam Debat Capres https://t.co/bLqNNp2524,ungkap sikap serang emosional debat capres,0,"['ungkap', 'sikap', 'serang', 'emosional', 'debat', 'capres']",ungkap sikap serang emosional debat capres
"Prabowo: Sory  ya...  sory ye ""  #TempoVideo #DebatCapres #Prabowo https://t.co/55qkber5qw""",maaf maaf,0,"['maaf', 'maaf']",maaf maaf
Siapakah Yang Kecewa ???                                              *Antara PRABOWO vs PENDUKUNG* Copas; dak - dak + https://t.co/cwPFckcz2b,kecewa dukung copas,0,"['kecewa', 'dukung', 'copas']",kecewa dukung copas
Ada Apa Dengan Jawaban @aniesbaswedan Prihal Angin.  Ini Datanya Pak @prabowo Di Baca Ya 😀👇 Di ( V4 ) https://t.co/KY9OFgttyh,jawab prihal angin data baca,0,"['jawab', 'prihal', 'angin', 'data', 'baca']",jawab prihal angin data baca
Prabowo disebut tak paham isu Papua  Andika Perkasa : Perlu dialog dan rangkul mereka https://t.co/EaeS0LSZGE,sebut paham papua andika perkasa perlu dialog rangkul,0,"['sebut', 'paham', 'papua', 'andika', 'perkasa', 'perlu', 'dialog', 'rangkul']",sebut paham papua andika perkasa perlu dialog rangkul
Tolong akun buser  kaum pendukung  dan fanatikus Prabowo-Gibran ramaikan poling di bawah. Kasihan  sudah kalah dalam debat capres  masa’ kalah pula dalam poling medsos?  Setidaknya ada lah yang bisa dimenangkan oleh mereka—selain soal kecurangan.,akun buru sergap kaum dukung fanatikus gibran ramai poling bawah kasihan kalah debat capres masa kalah poling media sosial menang soal curang,0,"['akun', 'buru', 'sergap', 'kaum', 'dukung', 'fanatikus', 'gibran', 'ramai', 'poling', 'bawah', 'kasihan', 'kalah', 'debat', 'capres', 'masa', 'kalah', 'poling', 'media', 'sosial', 'menang', 'soal', 'curang']",akun buru sergap kaum dukung fanatikus gibran ramai poling bawah kasihan kalah debat capres masa kalah poling media sosial menang soal curang
@jansen_jsp @prabowo Ingat video lama ini Laei https://t.co/iFp3ZbRnj0,ingat video laei,0,"['ingat', 'video', 'laei']",ingat video laei
Ini Beberapa Pencapaian Gibran Rakabuming Raka  Cawapres Prabowo Subianto https://t.co/jt5FDrucUn,capai gibran rakabuming raka cawapres,0,"['capai', 'gibran', 'rakabuming', 'raka', 'cawapres']",capai gibran rakabuming raka cawapres
Peristwia HOAX paling fenomenal di pilpres itu dilakuakan oleh pendukung @prabowo . Pelakunya namanya Ratna Sarumpaet .,peristwia isu bohong fenomenal pilpres dilakuakan dukung laku nama ratna sarumpaet,0,"['peristwia', 'isu', 'bohong', 'fenomenal', 'pilpres', 'dilakuakan', 'dukung', 'laku', 'nama', 'ratna', 'sarumpaet']",peristwia isu bohong fenomenal pilpres dilakuakan dukung laku nama ratna sarumpaet
*TERNYATA TEAM PRABOWO NGUMPULIN ORANG DIBERI UANG DAN MAKAN  TAPI MEREKA MILIHNYA ANIES* ☝🏽 😂😂  Mantab 👏👏 https://t.co/vshaj8KBbO,nyata team ngumpulin orang beri uang makan milihnya mantab,0,"['nyata', 'team', 'ngumpulin', 'orang', 'beri', 'uang', 'makan', 'milihnya', 'mantab']",nyata team ngumpulin orang beri uang makan milihnya mantab
Nil @Dahnilanzar . Beneran kabar klu @prabowo dari pulang debat semalam blom kenal dirinya ?,beneran kabar pulang debat malam blom kenal,0,"['beneran', 'kabar', 'pulang', 'debat', 'malam', 'blom', 'kenal']",beneran kabar pulang debat malam blom kenal
Podium lama yg rusak belum d ganti Prabowo 🤣🤣 https://t.co/bO0gDU7Igg,podium rusak ganti,0,"['podium', 'rusak', 'ganti']",podium rusak ganti
"Kang Emil @ridwankamil sebagai Arsitek"" Debat Prabowo. Selama 2 jam latihan hasilnya banyak yg ""Terkejut""  termasuk Capresnya. 😀 https://t.co/wmwo0auXSI""",kang emil arsitek debat latih hasil kejut masuk capresnya,0,"['kang', 'emil', 'arsitek', 'debat', 'latih', 'hasil', 'kejut', 'masuk', 'capresnya']",kang emil arsitek debat latih hasil kejut masuk capresnya
Jokowi langsung menemui petani di Jateng usai Prabowo mengkritik Ganjar soal pupuk saat debat capres. Jokowi akan permudah petani mendapat pupuk. https://t.co/fP87HPrKKa,langsung temu tani jateng usai kritik soal pupuk debat capres mudah tani dapat pupuk,0,"['langsung', 'temu', 'tani', 'jateng', 'usai', 'kritik', 'soal', 'pupuk', 'debat', 'capres', 'mudah', 'tani', 'dapat', 'pupuk']",langsung temu tani jateng usai kritik soal pupuk debat capres mudah tani pupuk
"Kita mendengar sendiri  dalam paparan sepanjang debat  Pak Prabowo akan melanjutkan kebaikan Pak Jokowi. Di pernyataan pamungkas  Pak Prabowo tegas mengatakan Koalisi Indonesia Maju siap melanjutkan fondasi yang sudah dibangun oleh pendahulu "" kata Wakil Ketua Umum DPP PSI Bro… https://t.co/bJY9yJjNzn""",dengar papar debat lanjut baik nyata pamungkas tegas kata koalisi indonesia maju siap lanjut fondasi bangun dahulu kata wakil ketua umum saudara laki,0,"['dengar', 'papar', 'debat', 'lanjut', 'baik', 'nyata', 'pamungkas', 'tegas', 'kata', 'koalisi', 'indonesia', 'maju', 'siap', 'lanjut', 'fondasi', 'bangun', 'dahulu', 'kata', 'wakil', 'ketua', 'umum', 'saudara', 'laki']",dengar papar debat lanjut baik nyata pamungkas tegas kata koalisi indonesia maju siap lanjut fondasi bangun kata wakil ketua umum saudara laki
@PartaiSocmed @prabowo Sibuk bgt bahas Pak @aniesbaswedan  seharian  akibat ini kah? https://t.co/itgUV3PfQd,sibuk banget bahas hari akibat,0,"['sibuk', 'banget', 'bahas', 'hari', 'akibat']",sibuk banget bahas hari akibat
Masinton membuktikan bahwa KPU sangat mengenal karakter Prabowo!! . . https://t.co/DBtZxaZuPZ,masinton bukti kenal karakter,0,"['masinton', 'bukti', 'kenal', 'karakter']",masinton bukti kenal karakter
. Kenapa Isunya Muncul setiap 5 thn sekali  ya karena Pelakunya Nyalon setiap 5 thn sekali.  Benar kata Bapak @ganjarpranowo. Kalo Negara gak menyelesaikan PR-nya dimasa lalu. Terutama soal Pelanggran HAM. Maka Isu itupun akan muncul bersamaan dengan Pencalonannya Prabowo. . https://t.co/gJfPYZj8F6,isu muncul tahun laku nyalon tahun benar kata bapak negara selesai masa utama soal pelanggran itu muncul sama calon,0,"['isu', 'muncul', 'tahun', 'laku', 'nyalon', 'tahun', 'benar', 'kata', 'bapak', 'negara', 'selesai', 'masa', 'utama', 'soal', 'pelanggran', 'itu', 'muncul', 'sama', 'calon']",isu muncul tahun laku nyalon tahun benar kata bapak negara selesai masa utama soal pelanggran muncul sama calon
Anies mnggoreng Prabowo  pak Ganjar tinggal makan  Udah biarin aja gitu smpe 14 Februari 2024 😆🤌 https://t.co/fVOcNn1tyF,mnggoreng tinggal makan biarin gitu februari,0,"['mnggoreng', 'tinggal', 'makan', 'biarin', 'gitu', 'februari']",mnggoreng tinggal makan biarin gitu februari
Anies Sebut Prabowo Tak Tahan Oposisi  Nusron: Bukan Pragmatis  Demi Rekonsiliasi Nasional https://t.co/LMibpQacss,sebut tahan oposisi nusron pragmatis rekonsiliasi nasional,0,"['sebut', 'tahan', 'oposisi', 'nusron', 'pragmatis', 'rekonsiliasi', 'nasional']",sebut tahan oposisi nusron pragmatis rekonsiliasi nasional
buset.. Pendukung Prabowo kenapa jadi banyak yg kayak pendukung Ahok dulu dah,buset dukung jadi seperti dukung ahok,0,"['buset', 'dukung', 'jadi', 'seperti', 'dukung', 'ahok']",buset dukung dukung ahok
@Hasbil_Lbs @prabowo @aniesbaswedan terlalu sejuk sampe nyinyir ni bang https://t.co/0KwGzQ5zNd,sejuk nyinyir,0,"['sejuk', 'nyinyir']",sejuk nyinyir
Berikut Hasil Jajak Pendapat Litbang Kompas atas Debat Capres Perdana  https://t.co/wIm381O30L  Anies Baswedan : 37 9% Ganjar P : 22 6% Prabowo S : 21 8%  Tidak Tahu : 17 7% #AMINAjaDulu  Pak Anies yg terbaik. Pilih yg terbaik. IndonesiaForever,ikut hasil jajak dapat teliti kembang kompas atas debat capres perdana baswedan tahu baik pilih baik indonesiaforever,0,"['ikut', 'hasil', 'jajak', 'dapat', 'teliti', 'kembang', 'kompas', 'atas', 'debat', 'capres', 'perdana', 'baswedan', 'tahu', 'baik', 'pilih', 'baik', 'indonesiaforever']",ikut hasil jajak teliti kembang kompas atas debat capres perdana baswedan tahu baik pilih baik indonesiaforever
Karena dulu Jokowi vs Prabowo sy pilih Prabowo   But now Anies Vs Prabowo I pilih.. https://t.co/rm47sK91DE,pilih saya pilih,0,"['pilih', 'saya', 'pilih']",pilih pilih
1. PENGKHIANATAN KE PRABOWO 2. PENGKHIANATAN KE AHY  LALU DIA BICARA ETIKA SEOLAH CUMA DIA YANG PUNYA DEFINISI ETIKA..  MAS ANIS..MAS ANIS..  KITA JOEGETIN AJA GUYS 😆🫰 https://t.co/M3uFy7aIjQ,khianat khianat bicara etika punya definisi etika anis anis joegetin teman,0,"['khianat', 'khianat', 'bicara', 'etika', 'punya', 'definisi', 'etika', 'anis', 'anis', 'joegetin', 'teman']",khianat khianat bicara etika punya definisi etika anis anis joegetin teman
Setelah debat capres  hasil polling ILC dg voters lebih 50 ribu orang  Anies unggul 77%  Ganjar 14% dan Prabowo 9%. https://t.co/LM2dQgXv55,debat capres hasil polling voters ribu orang unggul,0,"['debat', 'capres', 'hasil', 'polling', 'voters', 'ribu', 'orang', 'unggul']",debat capres hasil polling voters ribu orang unggul
Debat Prabowo-Anies soal demokrasi semalem ga nyambung karena Prabowo bicara soal dimensi kontestasi dari demokrasi  padahal yang Anies pertanyakan adalah dimensi civil liberties dari demokrasi.,debat soal demokrasi semalem nyambung bicara soal dimensi kontestasi demokrasi tanya dimensi civil liberties demokrasi,1,"['debat', 'soal', 'demokrasi', 'semalem', 'nyambung', 'bicara', 'soal', 'dimensi', 'kontestasi', 'demokrasi', 'tanya', 'dimensi', 'civil', 'liberties', 'demokrasi']",debat soal demokrasi semalem nyambung bicara soal dimensi kontestasi demokrasi tanya dimensi civil liberties demokrasi
Yg dijelaskan Anies soal tingkat polusi day per day yg fluktuatif berbanding volume kendaraan yg relarif sama.   Ini bantahnya pakai data pertumbuhan kendaraan bermotor tahun ke tahun.   Bajernya 02 ini tugasnya memang menyesatkan dan menjaga kadar kegoblokan pendukungnya. https://t.co/UUVGpeasAC,jelas soal tingkat polusi hari hari fluktuatif banding volume kendara relarif bantah pakai data tumbuh kendara motor tahun tahun bajernya tugas sesat jaga kadar goblok dukung,1,"['jelas', 'soal', 'tingkat', 'polusi', 'hari', 'hari', 'fluktuatif', 'banding', 'volume', 'kendara', 'relarif', 'bantah', 'pakai', 'data', 'tumbuh', 'kendara', 'motor', 'tahun', 'tahun', 'bajernya', 'tugas', 'sesat', 'jaga', 'kadar', 'goblok', 'dukung']",jelas soal tingkat polusi hari hari fluktuatif banding volume kendara relarif bantah pakai data tumbuh kendara motor tahun tahun bajernya tugas sesat jaga kadar goblok dukung
Ketika ORDAL melunturkan BEDAK PUPUR GEMOY. Lalu lahirlah kalimat bernada teriakan:   “Saya tak perlu jabatan Mas Anies” Tapi berkali - kali nyapres.   Yang bisa dioperasi itu phisik bukan karakter. Konsultannya pusing. Karakter asli tak bisa  lagi ditutupi dgn joget.,ordal luntur bedak pupur gemoy lahir kalimat nada ria perlu jabat kali kali nyapres operasi phisik karakter konsultan pusing karakter asli tutup joget,1,"['ordal', 'luntur', 'bedak', 'pupur', 'gemoy', 'lahir', 'kalimat', 'nada', 'ria', 'perlu', 'jabat', 'kali', 'kali', 'nyapres', 'operasi', 'phisik', 'karakter', 'konsultan', 'pusing', 'karakter', 'asli', 'tutup', 'joget']",ordal luntur bedak pupur gemoy lahir kalimat nada ria perlu jabat kali kali nyapres operasi phisik karakter konsultan pusing karakter asli tutup joget
Harun Al-Rasyid   KM50 dan Kanjuruhan disinggung oleh Capres Paslon No 1  Anies Baswedan :“Ini harus dituntaskan   ini harus bisa menghadirkan ras keadilan”  Cuma Pak Anies yg angkat kasus itu  tapi herannya pendukung PS bersikap sinis dan tanya knp bawa² orang mati  kan aneh😄 https://t.co/LXnQxTiqcw,harun rasyid kilometer kanjuruhan singgung capres paslon baswedan tuntas hadir adil angkat kasus heran dukung sikap sinis tanya bawa orang mati aneh,1,"['harun', 'rasyid', 'kilometer', 'kanjuruhan', 'singgung', 'capres', 'paslon', 'baswedan', 'tuntas', 'hadir', 'adil', 'angkat', 'kasus', 'heran', 'dukung', 'sikap', 'sinis', 'tanya', 'bawa', 'orang', 'mati', 'aneh']",harun rasyid kilometer kanjuruhan singgung capres paslon baswedan tuntas hadir adil angkat kasus heran dukung sikap sinis tanya bawa orang mati aneh
Kalau disimak baik2  antara pertanyaan yg diberikan dg jawaban Anies tidak berhubungan sama sekali.   Bahaya juga kalo punya pemimpin seperti ini  bisa sak karepe dewe keminter gayanya menggurui.   Malah kayak stand up comedy 😁 https://t.co/pHjWy3B5oz,simak baik tanya beri jawab hubung bahaya punya pimpin karepe dewe keminter gaya guru stand comedy,1,"['simak', 'baik', 'tanya', 'beri', 'jawab', 'hubung', 'bahaya', 'punya', 'pimpin', 'karepe', 'dewe', 'keminter', 'gaya', 'guru', 'stand', 'comedy']",simak baik tanya beri jawab hubung bahaya punya pimpin karepe dewe keminter gaya guru stand comedy
Gak nyangka Anies bakalan ngasih pernyataan telak seperti ini!  Gimana pak Prab? Bisnis udah lancar lagi? 😄  https://t.co/6kwYmD5UPG,nyangka beri nyata telak bagaimana prab bisnis lancar,1,"['nyangka', 'beri', 'nyata', 'telak', 'bagaimana', 'prab', 'bisnis', 'lancar']",nyangka beri nyata telak bagaimana prab bisnis lancar
"Calon presiden Anies Baswedan menanyakan perasaan Prabowo Subianto tentang putusan Mahkamah Konstitusi soal batas usia capres-cawapres yang dianggap bermasalah.  🗣️@prabowo: Kami ini bukan anak kecil  Mas Anies. Anda juga paham  sudahlah. Rakyat juga paham. Intinya rakyat yang… https://t.co/eKhf5U4bnB""",calon presiden baswedan tanya asa putus mahkamah konstitusi soal batas usia capres cawapres anggap masalah anak paham rakyat paham inti rakyat,1,"['calon', 'presiden', 'baswedan', 'tanya', 'asa', 'putus', 'mahkamah', 'konstitusi', 'soal', 'batas', 'usia', 'capres', 'cawapres', 'anggap', 'masalah', 'anak', 'paham', 'rakyat', 'paham', 'inti', 'rakyat']",calon presiden baswedan tanya asa putus mahkamah konstitusi soal batas usia capres cawapres anggap masalah anak paham rakyat paham inti rakyat
Di Desak Anies  salah seorang pedagang mengeluh pasar yang semakin sepi pembeli tapi biaya hidup terus meningkat..  Ini keluhan langsung dari rakyat loh  masa masih mau dilanjutkan?  #DesakAnies #AMINAjaDulu #AniesMuhaimin2024 https://t.co/CvmF1ddwUA,desak salah dagang keluh pasar sepi beli biaya hidup terus tingkat keluh langsung rakyat masa lanjut,1,"['desak', 'salah', 'dagang', 'keluh', 'pasar', 'sepi', 'beli', 'biaya', 'hidup', 'terus', 'tingkat', 'keluh', 'langsung', 'rakyat', 'masa', 'lanjut']",desak salah dagang keluh pasar sepi beli biaya hidup terus tingkat keluh langsung rakyat masa lanjut
"Dalam debat semalam  Anies bilang  Indeks demokrasi Indonesia memburuk. Anies memaparkan beberapa kasus. Prabowo membantah  dan mengatakan  Anies mengada-ngada dan Indonesia baik-baik saja di era Jokowi.""  Lagi-lagi Prabowo berbicara tanpa data. Dari data The Economist  maka… https://t.co/0B3lj7iQk2""",debat malam bilang indeks demokrasi indonesia buruk papar kasus ban kata ada ngada indonesia baik baik bicara data data economist,1,"['debat', 'malam', 'bilang', 'indeks', 'demokrasi', 'indonesia', 'buruk', 'papar', 'kasus', 'ban', 'kata', 'ada', 'ngada', 'indonesia', 'baik', 'baik', 'bicara', 'data', 'data', 'economist']",debat malam bilang indeks demokrasi indonesia buruk papar kasus ban kata ngada indonesia baik baik bicara data data economist
Gagal Jadi MACAN ASIA Pengen Jadi 👉 GEMOY Eh Jadinya 👉 JOKER  RT✅ https://t.co/W9IZ8qgsXV,gagal jadi macan asia jadi gemoy jadi joker retweet,1,"['gagal', 'jadi', 'macan', 'asia', 'jadi', 'gemoy', 'jadi', 'joker', 'retweet']",gagal macan asia gemoy joker retweet
Lingkungan hidup tema debat ke-4  bg.  Justru pertanyaan Prabowo soal pengangguran (ke Ganjar) &amp; polusi (ke Anies) ga nyambung,lingkung hidup tema debat abang tanya soal anggur polusi nyambung,1,"['lingkung', 'hidup', 'tema', 'debat', 'abang', 'tanya', 'soal', 'anggur', 'polusi', 'nyambung']",lingkung hidup tema debat abang tanya soal anggur polusi nyambung
ndon ndon lu dibayar berapa sama kubu AMIN buat cosplay nyerang anies pake hoax? https://t.co/jEBJ4RgNom,ndon ndon kamu bayar kubu amin cosplay serang pakai isu bohong,1,"['ndon', 'ndon', 'kamu', 'bayar', 'kubu', 'amin', 'cosplay', 'serang', 'pakai', 'isu', 'bohong']",ndon ndon kamu bayar kubu amin cosplay serang pakai isu bohong
Tenang Prabowo Media Tim AMIN akan Menjelaskan Tentang Angin Tidak Punya KTP....Buat Para Pendukung Wowo Simak Vidio ini Agar Otak kalian Cerdas dan Jangan Cuma Bacot di Medsos Tapi Gak paham yg dikatakan pak Anies https://t.co/jPLcUUCqVb,tenang media amin jelas angin punya dukung wowo simak vidio otak cerdas banyak bicara media sosial paham kata,1,"['tenang', 'media', 'amin', 'jelas', 'angin', 'punya', 'dukung', 'wowo', 'simak', 'vidio', 'otak', 'cerdas', 'banyak', 'bicara', 'media', 'sosial', 'paham', 'kata']",tenang media amin jelas angin punya dukung wowo simak vidio otak cerdas banyak bicara media sosial paham kata
bisa tekor bandarnya 🤣 Ternyata mereka pilihnya... 😂😂😂 Anies Baswedan 😍 https://t.co/9cOLdOxI4P,rugi bandar nyata pilih baswedan,1,"['rugi', 'bandar', 'nyata', 'pilih', 'baswedan']",rugi bandar nyata pilih baswedan
liat reaksi mas ganjar. dia ga nyangka Anies bakal ngomong begitu. kelihatannya dia ngerasa ngga enak berada di situasi itu https://t.co/4gx8uK8usg,lihat reaksi nyangka bakal bicara lihat ngerasa enak ada situasi,1,"['lihat', 'reaksi', 'nyangka', 'bakal', 'bicara', 'lihat', 'ngerasa', 'enak', 'ada', 'situasi']",lihat reaksi nyangka bakal bicara lihat ngerasa enak situasi
Simak video sampai Usai guys...   BuzzerRp pak bowok kayaknya merasa bangga dg counter soal polusi yg di jelaskan pak Anies ttg keterkaitan angin thdp terjadinya polusi.   Namun Pak Anies memberikan Serangan balik yg lgsg menohok ke ulu hati pak Bowok  krn yg disampaikan… https://t.co/e9hEjGpXuM,simak video usai teman buzzerrp bowok seperti rasa bangga counter soal polusi jelas kait angin thdp jadi polusi beri serang balik langsung tohok hati bowok yang sampai,1,"['simak', 'video', 'usai', 'teman', 'buzzerrp', 'bowok', 'seperti', 'rasa', 'bangga', 'counter', 'soal', 'polusi', 'jelas', 'kait', 'angin', 'thdp', 'jadi', 'polusi', 'beri', 'serang', 'balik', 'langsung', 'tohok', 'hati', 'bowok', 'yang', 'sampai']",simak video usai teman buzzerrp bowok rasa bangga counter soal polusi jelas kait angin thdp polusi beri serang balik langsung tohok hati bowok
Merespon Anies soal etika  Irma Hutabarat menyebut bahwa etika gak hanya  di MK  tapi di parpol juga.  Ia mempertanyakan etika Anies saat mengkhianati SBY &amp; Demokrat.   https://t.co/iozJfDY9kF,merespon soal etika irma hutabarat sebut etika partai politik tanya etika khianat demokrat,1,"['merespon', 'soal', 'etika', 'irma', 'hutabarat', 'sebut', 'etika', 'partai', 'politik', 'tanya', 'etika', 'khianat', 'demokrat']",merespon soal etika irma hutabarat sebut etika partai politik tanya etika khianat demokrat
Mhn maaf  ini komitmen Pak Anies dg Pak Prabowo di Pilpres 2019 bkn di 2024. Komitmen itu dibuat krn  Prabowo trauma dg sikap Pak Jokowi yg sudah susah2 digendong ke Jkt jd Gubernur DKI  eeh di tengah jalan mundur jadi lawan dia. Dia tdk ingin kejadian itu terulang. Makan dia…,mohon maaf komitmen pilpres bukan komitmen buat trauma sikap susah gendong jakarta jadi gubernur tengah jalan mundur jadi lawan jadi ulang makan,1,"['mohon', 'maaf', 'komitmen', 'pilpres', 'bukan', 'komitmen', 'buat', 'trauma', 'sikap', 'susah', 'gendong', 'jakarta', 'jadi', 'gubernur', 'tengah', 'jalan', 'mundur', 'jadi', 'lawan', 'jadi', 'ulang', 'makan']",mohon maaf komitmen pilpres bukan komitmen buat trauma sikap susah gendong jakarta gubernur tengah jalan mundur lawan ulang makan
Ada yg bilang katanya Anies nyerang Prabowo padahal pernah didukungnya sbg Gubernur DKI. Lah?  Jokowi juga waktu Debat Pilpres 2014 juga nyerang Prabowo  padahal Jokowi pernah didukung jadi Gubernur DKI juga. Jadi yg salah itu Prabowo  kenapa setiap Pilpres ikutan mulu. Faham ya?,bilang kata serang dukung gubernur waktu debat pilpres serang dukung jadi gubernur jadi salah pilpres ikut terus paham,1,"['bilang', 'kata', 'serang', 'dukung', 'gubernur', 'waktu', 'debat', 'pilpres', 'serang', 'dukung', 'jadi', 'gubernur', 'jadi', 'salah', 'pilpres', 'ikut', 'terus', 'paham']",bilang kata serang dukung gubernur waktu debat pilpres serang dukung gubernur salah pilpres ikut terus paham
Untuk hal ini saya kurang bersepakat sama Pak Anies. Masalah pemindahan ibukota ini tidak sekadar upaya mencari solusi untuk Jakarta.  Indonesia tidak melulu soal Jakarta.  Pemindahan ibukota bisa menjadi gesture dan titik mula upaya desentralisasi.  Tinggal awasi prosesnya.,kurang sepakat masalah pindah ibukota sekadar upaya cari solusi jakarta indonesia melulu soal jakarta pindah ibukota jadi gesture titik mula upaya desentralisasi tinggal awas proses,1,"['kurang', 'sepakat', 'masalah', 'pindah', 'ibukota', 'sekadar', 'upaya', 'cari', 'solusi', 'jakarta', 'indonesia', 'melulu', 'soal', 'jakarta', 'pindah', 'ibukota', 'jadi', 'gesture', 'titik', 'mula', 'upaya', 'desentralisasi', 'tinggal', 'awas', 'proses']",kurang sepakat masalah pindah ibukota sekadar upaya cari solusi jakarta indonesia melulu soal jakarta pindah ibukota gesture titik mula upaya desentralisasi tinggal awas proses
Ngaco betul  yang ngurus jenazahnya justru kader PKS. Ambulan yang dipake juga dari timses Anies-Sandi. https://t.co/EBtBkCUzlx,ngaco betul urus jenazah kader ambul pakai timses sandi,1,"['ngaco', 'betul', 'urus', 'jenazah', 'kader', 'ambul', 'pakai', 'timses', 'sandi']",ngaco betul urus jenazah kader ambul pakai timses sandi
Ini  manusia kagak tau kali yah bagaimana susahnya pembelaan Advokad Muslim dalam mengeluarkan jenazah dari RS   bagaimana Anies datang ke tempat Almarhum dan membantu keluarga korban..  Kalau kagak tau jangan asal jeplak!! https://t.co/DmFK6aidMh,manusia tahu kali susah bela advokad muslim keluar jenazah datang tempat almarhum bantu keluarga korban tahu asal jeplak,1,"['manusia', 'tahu', 'kali', 'susah', 'bela', 'advokad', 'muslim', 'keluar', 'jenazah', 'datang', 'tempat', 'almarhum', 'bantu', 'keluarga', 'korban', 'tahu', 'asal', 'jeplak']",manusia tahu kali susah bela advokad muslim keluar jenazah datang tempat almarhum bantu keluarga korban tahu asal jeplak
"#DebatCapres semalam dihiasi oleh retorika Anies  Video ini membuktikan bahwa Anies cuma piawai dalam mengolah kata2  Pak Prabs semalam keok hadapi Anies tapi tidak dgn Pak Ahok  Debat sama Ahok mah Anies bener2 ditelanjangin 🤣  Udahlah saya gak suka bohongi orang utk pilkada"" https://t.co/BtKUBG45tq""",malam hias retorika video bukti piawai olah kata prabs malam keok hadap ahok debat ahok benar ditelanjangin udahlah suka bohong orang pilih kepala daerah,1,"['malam', 'hias', 'retorika', 'video', 'bukti', 'piawai', 'olah', 'kata', 'prabs', 'malam', 'keok', 'hadap', 'ahok', 'debat', 'ahok', 'benar', 'ditelanjangin', 'udahlah', 'suka', 'bohong', 'orang', 'pilih', 'kepala', 'daerah']",malam hias retorika video bukti piawai olah kata prabs malam keok hadap ahok debat ahok benar ditelanjangin udahlah suka bohong orang pilih kepala daerah
2024 PRABOWO GAGAL Lagi Gara Gara Melet dan Mengejek Lawan Debat.  #CapresAbadi https://t.co/fTT1TAv0yA,gagal gara gara melet ejek lawan debat,1,"['gagal', 'gara', 'gara', 'melet', 'ejek', 'lawan', 'debat']",gagal gara gara melet ejek lawan debat
Sentimen negatif tertinggi jatuh pada Prabowo Subianto. [Versi Drone Emprit]  Capres yang menguasai materi debat 1. Anies Baswedan 79 7 % 2. Prabowo Subianto 7 2 % 3. Ganjar Pranowo 13 1 % https://t.co/RVXGFFYrMB,sentimen negatif tinggi jatuh versi drone emprit capres kuasa materi debat baswedan,1,"['sentimen', 'negatif', 'tinggi', 'jatuh', 'versi', 'drone', 'emprit', 'capres', 'kuasa', 'materi', 'debat', 'baswedan']",sentimen negatif tinggi jatuh versi drone emprit capres kuasa materi debat baswedan
